swe_for_eng:S0075L01B03	target2	du ville lära dig	8ebcf891-584e-4e7d-b9c4-6a0071695e35	Du ville lära dig.	2.556000
swe_for_eng:S0075L01C01	target1	lära	cac8c8f1-5a97-4be9-bc2b-cd88341aec9b	Lara	1.728000
swe_for_eng:S0075L01C01	target2	lära	0ed18f19-5171-430a-8dcc-cd3009daa8eb	Lära	1.800000
swe_for_eng:S0075L01C02	target1	dig	6332830d-b654-4610-b0ab-d5dbbba1b254	Dej.	1.548000
swe_for_eng:S0075L01C02	target2	dig	92d63de1-8f19-4d49-a02b-1a84e8d6949b	Dej.	1.548000
swe_for_eng:S0075L01U01	target1	har du mer att lära dig?	6359e668-1385-49b5-8715-dbdd6b0fb655	Har du mer att lära dig?	2.520000
swe_for_eng:S0075L01U01	target2	har du mer att lära dig?	d9a34bb0-e1c7-4eb1-9ddb-25bd2f0e4bf3	Har du mer att lära dig?	2.736000
swe_for_eng:S0075L01U02	target1	vill du lära dig mer svenska?	9c98319b-b7ac-4f16-b185-9b6be90e3709	Vill du lära dig mer svenska?	2.952000
swe_for_eng:S0075L01U02	target2	vill du lära dig mer svenska?	4aa91978-7245-4eb9-b122-3b612bc8331a	Vill du lära dig mer svenska?	3.060000
swe_for_eng:S0075L01U03	target1	det är roligt att lära dig svenska	0296f188-e56f-420f-ba73-9189d5cd9183	Det är roligt att lära dig svenska.	3.060000
swe_for_eng:S0075L01U03	target2	det är roligt att lära dig svenska	dffbb12a-15d3-4b24-a96e-69bbf28ab3c7	Det är roligt att lära dig svenska.	3.168000
swe_for_eng:S0075L01U04	target2	jag tror att det är viktigt att lära dig så mycket som möjligt	9f82d645-892a-475b-a672-cb30f3a82d26	Jag tror att det är viktigt att lära dig så mycket som möjligt.	4.392000
swe_for_eng:S0075L01U04	target1	jag tror att det är viktigt att lära dig så mycket som möjligt	4bec374c-aac0-4ba4-b5ad-bad3b3124cb7	Jag tror att det är viktigt att lära dig så mycket som möjligt.	4.284000
swe_for_eng:S0075L01U05	target2	har du mer att lära dig idag?	ddfcdea7-8d49-4eb0-9bbd-5e89a5440c69	Har du mer att lära dig idag?	3.024000
swe_for_eng:S0075L01U05	target1	har du mer att lära dig idag?	f06a9c61-014d-4b62-8d38-f3126493dc73	Har du mer att lära dig idag?	2.880000
swe_for_eng:S0076L01B01	target2	jag är nöjd	cd161e1a-cc68-497b-8f5d-b9013c622d33	Jag är nöjd.	2.340000
swe_for_eng:S0076L01B01	target1	jag är nöjd	26f9339f-9aa3-4061-ad8a-80c718cd06ce	Jag är nöjd.	2.232000
swe_for_eng:S0076L01B02	target2	är du nöjd?	faf27c5c-192f-42a7-8b24-801808b96284	Är du nöjd?	2.124000
swe_for_eng:S0076L01B02	target1	är du nöjd?	1f952274-ce6d-4379-a37a-5976d2491a26	Är du nöjd?	1.944000
swe_for_eng:S0076L01B03	target1	hon är inte nöjd	a30be014-e366-4532-9634-8b52c5074ee1	Hon är inte nöjd.	2.268000
swe_for_eng:S0076L01B03	target2	hon är inte nöjd	2b8a3a77-b7fe-44f9-a061-90ddfae315c9	Hon är inte nöjd.	2.520000
swe_for_eng:S0076L01U01	target2	jag är väldigt nöjd med hur mycket jag har lärt mig	fad39075-1fb1-4d98-8ff2-86a9a9e0b49a	Jag är väldigt nöjd med hur mycket jag har lärt mig.	3.708000
swe_for_eng:S0076L01U01	target1	jag är väldigt nöjd med hur mycket jag har lärt mig	6046a27c-52f6-47f3-aefd-5baa6d679696	Jag är väldigt nöjd med hur mycket jag har lärt mig.	3.600000
swe_for_eng:S0076L01U02	target1	är du nöjd med svenska nu?	719afc36-baa7-4919-baba-22f438ba9f43	Är du nöjd med svenska nu?	2.736000
swe_for_eng:S0076L01U02	target2	är du nöjd med svenska nu?	0b9cb8c9-ab14-4ae5-a8a3-dbf8898e2245	Är du nöjd med svenska nu?	2.988000
swe_for_eng:S0076L01U03	target1	jag är nöjd när jag förstår mer ord	f61b36ca-d7e3-49b9-87bc-55281600108b	Jag är nöjd när jag förstår mer ord.	3.312000
swe_for_eng:S0076L01U03	target2	jag är nöjd när jag förstår mer ord	be782987-a533-4cb1-a284-76a4be1d4f3a	Jag är nöjd när jag förstår mer ord.	3.528000
swe_for_eng:S0076L01U04	target1	hon är väldigt nöjd med vad hon gör	97ea7dbf-63a1-4a38-95c7-d4dad3377aff	Hon är väldigt nöjd med vad hon gör.	3.204000
swe_for_eng:S0076L01U04	target2	hon är väldigt nöjd med vad hon gör	8c3b1ffd-8933-41ed-8155-1535f4bb1d9d	Hon är väldigt nöjd med vad hon gör.	3.600000
swe_for_eng:S0076L01U05	target1	jag är inte nöjd med hur jag pratar svenska ännu	20bd0d38-edfe-4432-ac83-15790a799e06	Jag är inte nöjd med hur jag pratar svenska ännu.	3.708000
swe_for_eng:S0076L01U05	target2	jag är inte nöjd med hur jag pratar svenska ännu	311ede29-ee5b-4cf4-9018-930f66f47cb1	Jag är inte nöjd med hur jag pratar svenska ännu.	3.924000
swe_for_eng:S0076L02B01	target1	redan	28ba4cf2-bf19-4ca4-994f-19334553202c	Redam	1.908000
swe_for_eng:S0076L02B01	target2	redan	c6ddd470-22d6-4814-8abb-8a021f7270cf	Redan.	1.872000
swe_for_eng:S0076L02B02	target1	jag har redan lärt mig	219bac52-eb7e-4c6b-ab56-6fb98e771199	Jag har redan lärt mig.	2.448000
swe_for_eng:S0076L02B02	target2	jag har redan lärt mig	1174b6e4-3b02-4f18-adfc-ebb03f9a3249	Jag har redan lärt mig.	2.592000
swe_for_eng:S0076L02B03	target1	hon har redan lärt sig svenska	44a601ff-58fb-4a63-bb3c-3012b156a787	Hon har redan lärt sig svenska.	3.060000
swe_for_eng:S0076L02B03	target2	hon har redan lärt sig svenska	0f15936c-5fa9-433f-a914-553004dfe117	Hon har redan lärt sig svenska.	3.240000
swe_for_eng:S0076L02U01	target1	jag är väldigt nöjd med hur mycket jag redan har lärt mig	80971b5e-ae56-4826-90bb-db8ae799fe90	Jag är väldigt nöjd med hur mycket jag redan har lärt mig.	3.852000
swe_for_eng:S0076L02U01	target2	jag är väldigt nöjd med hur mycket jag redan har lärt mig	f4afdf4b-b42a-413d-9306-3f40590215b1	Jag är väldigt nöjd med hur mycket jag redan har lärt mig.	3.924000
swe_for_eng:S0076L02U02	target1	jag har redan lärt mig svenska i en vecka	b0772114-dead-4b38-bd37-2b74cf60d4d3	Jag har redan lärt mig svenska i en vecka.	3.600000
swe_for_eng:S0076L02U02	target2	jag har redan lärt mig svenska i en vecka	51c63278-fc45-4b00-bc7b-657f800b79a1	Jag har redan lärt mig svenska i en vecka.	3.600000
swe_for_eng:S0076L02U03	target1	hon letar redan efter svaret	779de871-6dd7-46e1-a63e-8cf358f53a89	Hon letar redan efter svaret.	3.204000
swe_for_eng:S0076L02U03	target2	hon letar redan efter svaret	8b482f66-6a90-44a2-8ae8-e7db387a82b7	Hon letar redan efter svaret.	3.600000
swe_for_eng:S0076L02U04	target1	har du redan lärt dig mycket?	ec34040e-5254-425c-b491-afc7db63f3f9	Har du redan lärt dig mycket?	2.880000
swe_for_eng:S0076L02U04	target2	har du redan lärt dig mycket?	d9b822d1-5648-414b-8711-71c665ba11c9	Har du redan lärt dig mycket?	3.024000
swe_for_eng:S0076L02U05	target1	jag är redan nöjd med vad jag vet	c563d0ca-a9db-4505-a7a6-16912ebbb743	Jag är redan nöjd med vad jag vet.	3.060000
swe_for_eng:S0076L02U05	target2	jag är redan nöjd med vad jag vet	41eaf471-108d-46eb-b303-c2512c303e8c	Jag är redan nöjd med vad jag vet.	3.312000
